Clt,Joueur,Nation,Pos,Équipe,Comp,Âge,Naissance,MJ,Titulaire,Min,90,Buts,PD,B+PD,B-PénM,PénM,PénT,CJ,CR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Buts,PD,B+PD,B-PénM,B+PD-PénM,xG,xAG,xG+xAG,npxG,npxG+xAG
1247,Willian José,br BRA,AT,Betis,es La Liga,31,1991,33,25,1971,21.9,10,5,15,10,0,0,0,1,5.7,5.7,2.5,8.2,8,32,90,0.46,0.23,0.68,0.46,0.68,0.26,0.12,0.37,0.26,0.37
1248,Joselu,es ESP,AT,Real Madrid,es La Liga,33,1990,34,15,1687,18.7,10,2,12,10,0,2,1,0,11.6,10.0,1.7,11.7,15,20,98,0.53,0.11,0.64,0.53,0.64,0.62,0.09,0.71,0.53,0.62
1249,Diogo Jota,pt POR,AT,Liverpool,eng Premier League,26,1996,21,14,1145,12.7,10,3,13,10,0,0,3,1,5.3,5.3,3.3,8.6,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68
1250,Antoine Joujou,fr FRA,"AT,MT",Le Havre,fr Ligue 1,20,2003,23,6,779,8.7,0,2,2,0,0,0,1,0,1.1,1.1,0.6,1.8,35,22,82,0.00,0.23,0.23,0.00,0.23,0.13,0.07,0.20,0.13,0.20
1251,Luka Jović,rs SRB,AT,Milan,it Serie A,25,1997,23,8,877,9.7,6,1,7,6,0,0,2,1,4.9,4.9,0.8,5.7,6,22,47,0.62,0.10,0.72,0.62,0.72,0.50,0.09,0.59,0.50,0.59
1252,Kamil Jóźwiak,pl POL,MT,Granada,es La Liga,25,1998,11,7,571,6.3,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.3,15,21,31,0.00,0.16,0.16,0.00,0.16,0.02,0.19,0.21,0.02,0.21
1253,Juanmi,es ESP,AT,Cádiz,es La Liga,30,1993,16,9,873,9.7,3,1,4,3,0,0,3,0,2.5,2.5,1.6,4.2,7,12,40,0.31,0.10,0.41,0.31,0.41,0.26,0.17,0.43,0.26,0.43
1254,Juanpe,es ESP,DF,Girona,es La Liga,32,1991,17,6,746,8.3,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,3,14,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
1255,Mads Juel Andersen,dk DEN,DF,Luton Town,eng Premier League,25,1997,8,4,400,4.4,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,7,1,0.23,0.00,0.23,0.23,0.23,0.06,0.00,0.06,0.06,0.06
1256,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,30,1993,20,13,1233,13.7,1,0,1,1,0,0,5,0,1.1,1.1,0.1,1.2,1,26,4,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.09,0.08,0.09
1257,Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,31,1991,31,30,2579,28.7,1,0,1,1,0,0,4,1,0.6,0.6,0.3,1.0,24,107,21,0.03,0.00,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.03
1258,Eli Junior Kroupi,fr FRA,"AT,MT",Lorient,fr Ligue 1,17,2006,30,11,1084,12.0,5,3,8,5,0,0,1,0,3.5,3.5,1.8,5.3,10,12,63,0.42,0.25,0.66,0.42,0.66,0.29,0.15,0.44,0.29,0.44
1259,Hamed Junior Traorè,ci CIV,MT,Bournemouth,eng Premier League,23,2000,3,0,47,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,3,4,0.00,0.00,0.00,0.00,0.00,0.34,0.07,0.41,0.34,0.41
1260,Hamed Junior Traorè,ci CIV,MT,Napoli,it Serie A,23,2000,9,5,382,4.2,0,0,0,0,0,0,1,0,0.9,0.9,0.7,1.6,12,21,19,0.00,0.00,0.00,0.00,0.00,0.20,0.17,0.37,0.20,0.37
1261,Vinicius Júnior,br BRA,AT,Real Madrid,es La Liga,23,2000,26,22,1864,20.7,15,5,20,14,1,1,7,0,13.1,12.3,4.2,16.6,137,57,277,0.72,0.24,0.97,0.68,0.92,0.63,0.21,0.84,0.59,0.80
1262,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,27,1995,21,14,1294,14.4,0,2,2,0,0,1,4,0,1.4,0.6,2.3,2.9,22,52,46,0.00,0.14,0.14,0.00,0.14,0.10,0.16,0.26,0.04,0.20
1263,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,22,2000,13,4,496,5.5,0,1,1,0,0,0,1,0,0.2,0.2,1.0,1.1,12,12,38,0.00,0.18,0.18,0.00,0.18,0.03,0.18,0.21,0.03,0.21
1264,Julian Justvan,de GER,"AT,MT",Hoffenheim,de Bundesliga,25,1998,4,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,5,12,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07
1265,Julian Justvan,de GER,"MT,AT",Darmstadt 98,de Bundesliga,25,1998,14,11,1023,11.4,2,2,4,2,0,0,1,0,0.9,0.9,2.5,3.4,20,56,50,0.18,0.18,0.35,0.18,0.35,0.08,0.22,0.30,0.08,0.30
1266,Filip Jørgensen,dk DEN,GB,Villarreal,es La Liga,21,2002,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1267,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,33,1990,14,12,1087,12.1,1,0,1,1,0,0,4,0,0.7,0.7,0.9,1.7,5,50,4,0.08,0.00,0.08,0.08,0.08,0.06,0.08,0.14,0.06,0.14
1268,Mohamed Kaba,fr FRA,MT,Lecce,it Serie A,21,2001,23,15,1378,15.3,0,0,0,0,0,0,4,1,1.2,1.2,0.9,2.0,14,60,32,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.13,0.08,0.13
1269,Sory Kaba,gn GUI,AT,Las Palmas,es La Liga,28,1995,17,9,720,8.0,1,1,2,1,0,0,2,0,1.5,1.5,0.3,1.8,7,12,36,0.12,0.12,0.25,0.12,0.25,0.18,0.04,0.23,0.18,0.23
1270,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,23,2000,28,28,2282,25.4,4,0,4,4,0,0,11,1,2.2,2.2,1.1,3.3,21,110,11,0.16,0.00,0.16,0.16,0.16,0.09,0.04,0.13,0.09,0.13
1271,Christian Kabasele,be BEL,DF,Udinese,it Serie A,32,1991,13,10,861,9.6,1,1,2,1,0,0,5,0,1.2,1.2,0.5,1.6,7,22,1,0.10,0.10,0.21,0.10,0.21,0.12,0.05,0.17,0.12,0.17
1272,Issa Kaboré,bf BFA,DF,Luton Town,eng Premier League,22,2001,24,21,1729,19.2,0,2,2,0,0,0,7,0,0.2,0.2,2.1,2.3,60,54,85,0.00,0.10,0.10,0.00,0.10,0.01,0.11,0.12,0.01,0.12
1273,Abdoul Kader Bamba,fr FRA,"AT,MT",Nantes,fr Ligue 1,29,1994,23,1,611,6.8,2,1,3,2,0,0,2,0,2.1,2.1,1.0,3.2,41,31,73,0.29,0.15,0.44,0.29,0.44,0.31,0.15,0.46,0.31,0.46
1274,Yaya Kader Fofana,ml MLI,"MT,DF",Reims,fr Ligue 1,19,2004,4,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,1,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.23,0.23
1275,Pavel Kadeřábek,cz CZE,"DF,AT",Hoffenheim,de Bundesliga,31,1992,29,28,2412,26.8,3,4,7,3,0,0,7,0,2.5,2.5,4.7,7.2,38,88,153,0.11,0.15,0.26,0.11,0.26,0.09,0.18,0.27,0.09,0.27
1276,Tino Kadewere,zw ZIM,"AT,MT",Lyon,fr Ligue 1,27,1996,11,2,296,3.3,0,0,0,0,0,0,0,0,0.7,0.7,0.3,0.9,4,12,28,0.00,0.00,0.00,0.00,0.00,0.20,0.09,0.28,0.20,0.28
1277,Tino Kadewere,zw ZIM,"AT,MT",Nantes,fr Ligue 1,27,1996,14,8,781,8.7,1,0,1,1,0,1,1,0,1.9,1.2,1.8,2.9,15,26,53,0.12,0.00,0.12,0.12,0.12,0.22,0.21,0.43,0.13,0.34
1278,Kaiky,br BRA,DF,Almería,es La Liga,19,2004,8,5,523,5.8,1,0,1,1,0,0,2,0,0.2,0.2,0.0,0.3,4,24,1,0.17,0.00,0.17,0.17,0.17,0.04,0.00,0.04,0.04,0.04
1279,Florian Kainz,at AUT,"MT,AT",Köln,de Bundesliga,30,1992,33,29,2197,24.4,5,4,9,0,5,5,4,0,5.0,1.0,3.3,4.3,40,124,100,0.20,0.16,0.37,0.00,0.16,0.20,0.13,0.34,0.04,0.18
1280,Sasa Kalajdzic,at AUT,AT,Wolves,eng Premier League,26,1997,11,1,166,1.8,2,0,2,2,0,0,0,0,1.1,1.1,1.0,2.0,1,5,9,1.08,0.00,1.08,1.08,1.08,0.57,0.52,1.09,0.57,1.09
1281,Sasa Kalajdzic,at AUT,AT,Eint Frankfurt,de Bundesliga,26,1997,5,5,325,3.6,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.7,1,8,9,0.00,0.28,0.28,0.00,0.28,0.05,0.14,0.19,0.05,0.19
1282,Arnaud Kalimuendo,fr FRA,AT,Rennes,fr Ligue 1,21,2002,30,25,2139,23.8,10,1,11,8,2,2,6,0,9.0,7.4,2.7,10.1,27,37,181,0.42,0.04,0.46,0.34,0.38,0.38,0.11,0.49,0.31,0.43
1283,Yayah Kallon,sl SLE,AT,Hellas Verona,it Serie A,22,2001,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1284,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,25,1997,19,11,970,10.8,0,1,1,0,0,0,0,0,0.3,0.3,1.1,1.4,17,35,60,0.00,0.09,0.09,0.00,0.09,0.03,0.10,0.13,0.03,0.13
1285,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,23,2000,9,4,374,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,6,19,11,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
1286,Daichi Kamada,jp JPN,MT,Lazio,it Serie A,26,1996,29,17,1544,17.2,2,2,4,2,0,0,3,0,1.8,1.8,2.8,4.6,40,96,78,0.12,0.12,0.23,0.12,0.23,0.11,0.16,0.27,0.11,0.27
1287,Waren Kamanzi,no NOR,"DF,AT",Toulouse,fr Ligue 1,22,2000,24,12,1187,13.2,0,3,3,0,0,0,1,0,0.8,0.8,2.5,3.4,35,56,55,0.00,0.23,0.23,0.00,0.23,0.06,0.19,0.26,0.06,0.26
1288,Boubacar Kamara,fr FRA,MT,Aston Villa,eng Premier League,23,1999,20,20,1652,18.4,0,1,1,0,0,0,7,1,0.1,0.1,1.3,1.4,19,83,10,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.08,0.01,0.08
1289,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,29,1994,35,27,2225,24.7,1,1,2,1,0,0,4,0,1.9,1.9,2.8,4.8,61,81,94,0.04,0.04,0.08,0.04,0.08,0.08,0.11,0.19,0.08,0.19
1290,Willy Kambwala,fr FRA,DF,Manchester Utd,eng Premier League,18,2004,8,3,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1291,Jakub Kamiński,pl POL,"AT,MT",Wolfsburg,de Bundesliga,21,2002,17,4,473,5.3,0,2,2,0,0,0,0,0,0.5,0.5,0.7,1.1,13,18,53,0.00,0.38,0.38,0.00,0.38,0.09,0.13,0.22,0.09,0.22
1292,Thomas Kaminski,be BEL,GB,Luton Town,eng Premier League,30,1992,38,38,3405,37.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1293,Kevin Kampl,si SVN,MT,RB Leipzig,de Bundesliga,32,1990,26,14,1363,15.1,1,0,1,1,0,0,3,0,0.2,0.2,1.8,2.0,28,88,27,0.07,0.00,0.07,0.07,0.07,0.01,0.12,0.13,0.01,0.13
1294,Harry Kane,eng ENG,AT,Bayern Munich,de Bundesliga,30,1993,32,32,2839,31.5,36,8,44,31,5,5,2,0,30.6,26.7,6.4,33.0,36,102,164,1.14,0.25,1.39,0.98,1.24,0.97,0.20,1.17,0.85,1.05
1295,Lee Kang-in,kr KOR,"AT,MT",Paris S-G,fr Ligue 1,22,2001,23,18,1464,16.3,3,4,7,3,0,0,2,0,1.5,1.5,2.3,3.7,50,103,150,0.18,0.25,0.43,0.18,0.43,0.09,0.14,0.23,0.09,0.23
1296,Yann Karamoh,fr FRA,"MT,AT",Torino,it Serie A,25,1998,10,1,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,11,5,12,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11
1297,Yann Karamoh,fr FRA,"AT,MT",Montpellier,fr Ligue 1,25,1998,12,1,284,3.2,1,0,1,1,0,0,1,0,0.8,0.8,0.2,1.0,7,3,28,0.32,0.00,0.32,0.32,0.32,0.26,0.06,0.32,0.26,0.32
1298,Atakan Karazor,,MT,Stuttgart,de Bundesliga,26,1996,33,31,2623,29.1,0,4,4,0,0,0,9,0,1.0,1.0,2.6,3.6,24,142,31,0.00,0.14,0.14,0.00,0.14,0.04,0.09,0.13,0.03,0.12
1299,Ayman Kari,fr FRA,MT,Lorient,fr Ligue 1,18,2004,14,12,893,9.9,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22,37,53,0.10,0.10,0.20,0.10,0.20,0.06,0.08,0.15,0.06,0.15
1300,Emir Karic,at AUT,DF,Darmstadt 98,de Bundesliga,26,1997,27,18,1783,19.8,0,0,0,0,0,0,4,0,0.4,0.4,1.3,1.7,56,115,85,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08
1301,Loris Karius,de GER,GB,Newcastle Utd,eng Premier League,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1302,Jesper Karlsson,se SWE,AT,Bologna,it Serie A,25,1998,7,4,344,3.8,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,13,16,35,0.00,0.00,0.00,0.00,0.00,0.11,0.08,0.19,0.11,0.19
1303,Jon Karrikaburu,es ESP,"MT,AT",Alavés,es La Liga,20,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1304,Rick Karsdorp,nl NED,DF,Roma,it Serie A,28,1995,18,14,1191,13.2,0,2,2,0,0,0,2,0,0.4,0.4,2.2,2.7,12,33,71,0.00,0.15,0.15,0.00,0.15,0.03,0.17,0.20,0.03,0.20
1305,Grigoris Kastanos,cy CYP,"MT,DF",Salernitana,it Serie A,25,1998,26,18,1480,16.4,3,3,6,3,0,0,5,0,2.9,2.9,2.8,5.7,28,78,69,0.18,0.18,0.36,0.18,0.36,0.17,0.17,0.35,0.17,0.35
1306,Silas Katompa,cd COD,"AT,MT",Stuttgart,de Bundesliga,24,1998,27,8,900,10.0,5,2,7,5,0,1,0,0,5.7,4.9,2.3,7.2,49,25,130,0.50,0.20,0.70,0.50,0.70,0.57,0.23,0.80,0.49,0.72
1307,Panos Katseris,gr GRE,DF,Lorient,fr Ligue 1,22,2001,15,13,1041,11.6,1,1,2,1,0,0,4,0,2.1,2.1,0.8,2.9,24,21,86,0.09,0.09,0.17,0.09,0.17,0.18,0.07,0.25,0.18,0.25
1308,Mikkel Kaufmann,dk DEN,AT,Union Berlin,de Bundesliga,22,2001,18,4,486,5.4,1,0,1,1,0,0,0,0,1.3,1.3,1.0,2.3,6,11,34,0.19,0.00,0.19,0.19,0.19,0.24,0.18,0.42,0.24,0.42
1309,Michael Kayode,it ITA,DF,Fiorentina,it Serie A,19,2004,26,22,2058,22.9,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,45,80,102,0.04,0.04,0.09,0.04,0.09,0.02,0.05,0.07,0.02,0.07
1310,Moise Kean,it ITA,AT,Juventus,it Serie A,23,2000,19,8,654,7.3,0,0,0,0,0,0,2,0,2.1,2.1,0.7,2.8,12,6,38,0.00,0.00,0.00,0.00,0.00,0.28,0.10,0.38,0.28,0.38
1311,Michael Keane,eng ENG,DF,Everton,eng Premier League,30,1993,9,4,439,4.9,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,4,14,3,0.21,0.00,0.21,0.21,0.21,0.14,0.00,0.14,0.14,0.14
1312,Ibrahima Kebe,ml MLI,MT,Girona,es La Liga,22,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1313,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19,2004,8,7,521,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,13,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1314,Yassine Kechta,ma MAR,MT,Le Havre,fr Ligue 1,21,2002,32,21,1849,20.5,2,1,3,2,0,0,4,0,1.6,1.6,2.2,3.8,41,122,67,0.10,0.05,0.15,0.10,0.15,0.08,0.11,0.19,0.08,0.19
1315,Thilo Kehrer,de GER,"DF,MT",West Ham,eng Premier League,26,1996,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1316,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,26,1996,15,15,1323,14.7,1,1,2,1,0,0,4,1,0.7,0.7,1.1,1.8,13,90,16,0.07,0.07,0.14,0.07,0.14,0.05,0.07,0.12,0.05,0.12
1317,Habib Keita,ml MLI,MT,Clermont Foot,fr Ligue 1,21,2002,27,12,1278,14.2,1,0,1,1,0,0,4,0,0.7,0.7,0.6,1.3,9,53,23,0.07,0.00,0.07,0.07,0.07,0.05,0.05,0.09,0.05,0.09
1318,Naby Keïta,gn GUI,"MT,DF",Werder Bremen,de Bundesliga,28,1995,5,1,109,1.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,13,4,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09
1319,Yannik Keitel,de GER,"DF,MT",Freiburg,de Bundesliga,23,2000,15,11,920,10.2,1,0,1,1,0,0,0,0,0.7,0.7,0.4,1.1,4,48,7,0.10,0.00,0.10,0.10,0.10,0.07,0.04,0.11,0.07,0.11
1320,Caoimhín Kelleher,ie IRL,GB,Liverpool,eng Premier League,24,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1321,Thomas Keller,de GER,"MT,AT",Heidenheim,de Bundesliga,23,1999,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1322,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,24,1998,23,17,1559,17.3,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.6,15,56,28,0.00,0.06,0.06,0.00,0.06,0.02,0.07,0.09,0.02,0.09
1323,Omari Kellyman,eng ENG,AT,Aston Villa,eng Premier League,17,2005,2,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
1324,Aljoscha Kemlein,de GER,MT,Union Berlin,de Bundesliga,18,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
1325,Tobias Kempe,de GER,MT,Darmstadt 98,de Bundesliga,34,1989,24,15,1350,15.0,3,2,5,0,3,3,1,0,3.6,1.2,2.1,3.3,15,44,46,0.20,0.13,0.33,0.00,0.13,0.24,0.14,0.38,0.08,0.22
1326,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,19,2003,28,22,1970,21.9,0,1,1,0,0,0,4,1,1.2,1.2,0.8,2.0,46,44,93,0.00,0.05,0.05,0.00,0.05,0.06,0.04,0.09,0.06,0.09
1327,Kaine Kesler-Hayden,eng ENG,"MT,DF",Aston Villa,eng Premier League,20,2002,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1328,Reda Khadra,de GER,"AT,MT",Reims,fr Ligue 1,22,2001,29,14,1368,15.2,1,3,4,1,0,0,1,0,1.8,1.8,3.5,5.4,35,40,110,0.07,0.20,0.26,0.07,0.26,0.12,0.23,0.35,0.12,0.35
1329,Wahbi Khazri,tn TUN,AT,Montpellier,fr Ligue 1,32,1991,25,13,1131,12.6,1,0,1,1,0,0,6,0,3.3,3.3,1.2,4.5,27,33,76,0.08,0.00,0.08,0.08,0.08,0.26,0.10,0.36,0.26,0.36
1330,Rani Khedira,de GER,MT,Union Berlin,de Bundesliga,29,1994,20,18,1343,14.9,0,0,0,0,0,0,5,1,0.4,0.4,0.1,0.5,6,35,15,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03
1331,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,19,2004,11,9,809,9.0,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.2,5,23,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
1332,Kiké,es ESP,"AT,MT",Alavés,es La Liga,33,1989,33,15,1423,15.8,3,2,5,3,0,1,3,0,7.7,6.9,2.0,8.9,18,32,97,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56
1333,Luca Kilian,de GER,DF,Köln,de Bundesliga,23,1999,13,6,635,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,12,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1334,Max Kilman,eng ENG,DF,Wolves,eng Premier League,26,1997,38,38,3420,38.0,2,0,2,2,0,0,7,0,1.8,1.8,1.4,3.2,22,117,5,0.05,0.00,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08
1335,Joshua Kimmich,de GER,"MT,DF",Bayern Munich,de Bundesliga,28,1995,28,27,2176,24.2,1,6,7,1,0,0,1,1,1.1,1.1,7.1,8.3,56,229,114,0.04,0.25,0.29,0.04,0.29,0.05,0.30,0.34,0.05,0.34
1336,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,23,2000,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.10,0.29,0.38,0.10,0.38,0.08,0.09,0.16,0.08,0.16
1337,Simon Kjær,dk DEN,DF,Milan,it Serie A,34,1989,20,14,1171,13.0,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,4,52,0,0.00,0.08,0.08,0.00,0.08,0.04,0.06,0.10,0.04,0.10
1338,Davy Klaassen,nl NED,MT,Inter,it Serie A,30,1993,13,1,206,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,1,7,5,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.13,0.04,0.13
1339,Christoph Klarer,at AUT,DF,Darmstadt 98,de Bundesliga,23,2000,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9,64,11,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08
1340,Tim Kleindienst,de GER,AT,Heidenheim,de Bundesliga,27,1995,33,33,2869,31.9,12,3,15,10,2,2,6,0,13.9,12.3,3.3,15.6,40,73,178,0.38,0.09,0.47,0.31,0.41,0.44,0.10,0.54,0.39,0.49
1341,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,27,1996,25,16,1436,16.0,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,14,90,13,0.06,0.00,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07
1342,Justin Kluivert,nl NED,"MT,AT",Bournemouth,eng Premier League,24,1999,32,26,1916,21.3,7,1,8,7,0,0,5,0,6.2,6.2,1.9,8.1,65,50,114,0.33,0.05,0.38,0.33,0.38,0.29,0.09,0.38,0.29,0.38
1343,Ansgar Knauff,de GER,"MT,DF",Eint Frankfurt,de Bundesliga,21,2002,31,24,2109,23.4,7,2,9,7,0,0,7,1,5.7,5.7,2.3,8.0,77,57,164,0.30,0.09,0.38,0.30,0.38,0.24,0.10,0.34,0.24,0.34
1344,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,31,1992,24,20,1917,21.3,1,0,1,1,0,1,1,0,1.2,0.4,0.3,0.7,2,71,2,0.05,0.00,0.05,0.05,0.05,0.06,0.01,0.07,0.02,0.03
1345,Gregor Kobel,ch SUI,GB,Dortmund,de Bundesliga,25,1997,27,27,2365,26.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1346,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,27,1996,31,31,2738,30.4,2,0,2,2,0,0,10,0,3.1,3.1,0.2,3.3,14,116,3,0.07,0.00,0.07,0.07,0.07,0.10,0.01,0.11,0.10,0.11
1347,Philipp Köhn,ch SUI,GB,Monaco,fr Ligue 1,25,1998,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1348,Dominik Kohr,de GER,"DF,MT",Mainz 05,de Bundesliga,29,1994,31,27,2184,24.3,1,0,1,1,0,0,15,1,1.6,1.6,1.2,2.8,19,99,26,0.04,0.00,0.04,0.04,0.04,0.07,0.05,0.12,0.07,0.12
1349,Koke,es ESP,MT,Atlético Madrid,es La Liga,31,1992,35,32,2493,27.7,0,4,4,0,0,0,5,0,0.4,0.4,3.6,4.1,26,212,26,0.00,0.14,0.14,0.00,0.14,0.02,0.13,0.15,0.02,0.15
1350,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,30,1993,30,25,2178,24.2,1,0,1,1,0,0,4,0,1.3,1.3,1.1,2.4,32,94,30,0.04,0.00,0.04,0.04,0.04,0.06,0.04,0.10,0.06,0.10
1351,Luca Koleosho,it ITA,"MT,AT",Burnley,eng Premier League,18,2004,15,13,974,10.8,1,1,2,1,0,0,0,0,2.0,2.0,1.3,3.3,53,19,82,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.30,0.18,0.30
1352,Randal Kolo Muani,fr FRA,"AT,MT",Paris S-G,fr Ligue 1,24,1998,26,13,1268,14.1,6,5,11,6,0,0,1,0,6.1,6.1,3.3,9.4,36,42,125,0.43,0.35,0.78,0.43,0.78,0.43,0.23,0.66,0.43,0.66
1353,Randal Kolo Muani,fr FRA,AT,Eint Frankfurt,de Bundesliga,24,1998,2,2,153,1.7,1,0,1,1,0,0,0,0,1.3,1.3,0.0,1.3,6,3,9,0.59,0.00,0.59,0.59,0.59,0.77,0.00,0.77,0.77,0.77
